name,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998
		GoodwillAndOtherIntangibleAssets,"23,659,000,000","25,723,000,000","27,595,000,000","27,040,000,000","8,926,000,000","9,254,000,000","6,147,000,000","6,257,000,000","997,000,000","874,000,000","397,000,000","276,556,000","309,411,000","307,160,000","247,066,000","180,955,000","150,199,000","152,079,000","174,646,000","116,070,000","19,360,000","10,695,000","2,396,000","347,000",,
			Goodwill,"17,558,000,000","18,812,000,000","19,771,000,000","18,652,000,000","6,863,000,000","7,015,000,000","4,749,000,000","4,712,000,000","842,000,000","754,000,000","348,000,000","256,288,000","281,981,000","278,051,000","224,587,000","163,380,000","138,862,000","135,877,000","157,278,000","101,631,000","13,066,000",,,,,
			OtherIntangibleAssets,"6,101,000,000","6,911,000,000","7,824,000,000","8,388,000,000","2,063,000,000","2,239,000,000","1,398,000,000","1,545,000,000","155,000,000","120,000,000","49,000,000","20,268,000","27,430,000","29,109,000","22,479,000","17,575,000","11,337,000","16,202,000","17,368,000","14,439,000","6,294,000","10,695,000","2,396,000",,,
		InvestmentsAndAdvances,"16,286,000,000","14,684,000,000","14,043,000,000","12,853,000,000","7,717,000,000","6,861,000,000","5,312,000,000","4,545,000,000","1,927,000,000","1,280,000,000","792,000,000","554,770,000","506,140,000","595,879,000","525,497,000","341,665,000","317,041,000","145,417,000","123,661,000","116,787,000","184,811,000","104,999,000","23,508,000","24,281,000",,
			InvestmentinFinancialAssets,,,,,"7,717,000,000","6,861,000,000","5,312,000,000","4,545,000,000","1,927,000,000","1,280,000,000","792,000,000","554,770,000","506,140,000",,,,,,,,,,,,,
		NonCurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,"472,000","788,000","713,000",,
			NonCurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,"472,000","788,000","713,000",,
		OtherNonCurrentAssets,"1,525,000,000","1,349,000,000","1,283,000,000","2,659,000,000","1,246,000,000","1,082,000,000","589,000,000","233,000,000","292,000,000","274,000,000","145,000,000","160,861,000","85,153,000","57,681,000","83,246,000","86,331,000","72,362,000","34,975,000","29,919,000","70,785,000","48,220,000","-5,223,000","-1,169,000","-7,400,000",,
TotalLiabilitiesNetMinorityInterest,"58,685,000,000","52,633,000,000","51,353,000,000","42,757,000,000","28,302,000,000","19,878,000,000","14,979,000,000","14,143,000,000","5,015,000,000","3,933,000,000","2,286,000,000","1,820,138,000","1,253,917,000","1,146,827,000","1,082,937,000","949,880,000","706,777,000","568,557,000","315,982,000","256,622,000","142,577,000","108,144,000","67,277,000","74,851,000","68,574,000","51,923,000"
	CurrentLiabilities,"36,716,000,000","28,464,000,000","25,765,000,000","21,585,000,000","12,932,000,000","11,971,000,000","9,332,000,000","8,623,000,000","3,629,000,000","2,900,000,000","1,559,000,000","1,229,313,000","837,613,000","765,246,000","715,908,000","640,978,000","486,800,000","387,951,000","214,651,000","202,159,000","128,786,000","101,929,000","66,277,000","51,973,000",,
		PayablesAndAccruedExpenses,"17,714,000,000","10,979,000,000","10,617,000,000","8,527,000,000","4,827,000,000","4,717,000,000","4,714,000,000","4,377,000,000","1,183,000,000","1,004,000,000","376,000,000","219,066,000","216,504,000","188,320,000","132,001,000","592,603,000","416,308,000","353,164,000","200,304,000","197,717,000","124,534,000","91,181,000","6,712,000","6,168,000",,
			Payables,"17,714,000,000","10,979,000,000","10,617,000,000","8,527,000,000","4,827,000,000","4,717,000,000","4,714,000,000","4,377,000,000","1,183,000,000","1,004,000,000","376,000,000","219,066,000","216,504,000",,"602,933,000","592,603,000","416,308,000","353,164,000","200,304,000","197,717,000","124,534,000","91,181,000","7,712,000",,,
				AccountsPayable,"16,252,000,000","9,345,000,000","8,289,000,000","7,069,000,000","4,003,000,000","4,051,000,000","4,165,000,000","3,763,000,000","976,000,000","768,000,000","338,000,000","219,066,000","216,504,000",,,,,,,,,,"7,712,000",,,
				OtherPayable,"1,462,000,000","1,634,000,000","2,328,000,000","1,458,000,000","824,000,000","666,000,000","549,000,000","614,000,000","207,000,000","236,000,000","38,000,000",,,,,,,,,,,,,,,
		CurrentProvisions,,,,,,,,,,,,"41,475,000",,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"287,000,000","262,000,000","471,000,000","97,000,000","249,000,000","38,000,000","4,000,000","4,000,000","5,000,000","5,000,000","3,000,000","3,373,000","3,234,000","2,817,000","646,000","255,000","971,000","971,000",,"486,000","579,000",,,,,
			CurrentDebt,"119,000,000","82,000,000","267,000,000","97,000,000","88,000,000","38,000,000","4,000,000","4,000,000","5,000,000","5,000,000","3,000,000","3,373,000","3,234,000","2,817,000","646,000","255,000","971,000","971,000",,"486,000","579,000",,,,,
				OtherCurrentBorrowings,"119,000,000","82,000,000","267,000,000","97,000,000","88,000,000",,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"168,000,000","180,000,000","204,000,000","204,000,000","161,000,000",,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"715,000,000","478,000,000","434,000,000","523,000,000","383,000,000","385,000,000","328,000,000","313,000,000","143,000,000","168,000,000","38,000,000","34,597,000","9,890,000","117,344,000","91,644,000","17,107,000","44,016,000",,,,,,,,,
			CurrentDeferredRevenue,"715,000,000","478,000,000","434,000,000","523,000,000","383,000,000","385,000,000","328,000,000","313,000,000","143,000,000","168,000,000","38,000,000","34,597,000","9,890,000","117,344,000","91,644,000","17,107,000","44,016,000",,,,,,,,,
		OtherCurrentLiabilities,"18,000,000,000","16,745,000,000","14,243,000,000","12,438,000,000","7,473,000,000","6,831,000,000","4,286,000,000","3,929,000,000","2,298,000,000","1,723,000,000","1,142,000,000","972,277,000","607,985,000","456,765,000","491,617,000","31,013,000","25,505,000","33,816,000","14,347,000","3,956,000","3,673,000","91,181,000","59,565,000","45,805,000",,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"21,969,000,000","24,169,000,000","25,588,000,000","21,172,000,000","15,370,000,000","7,907,000,000","5,647,000,000","5,520,000,000","1,386,000,000","1,033,000,000","727,000,000","590,825,000","416,304,000","381,581,000","367,029,000","308,902,000","219,977,000","180,606,000","101,331,000","54,463,000","13,791,000","5,334,000","1,000,000","22,878,000",,
		LongTermDebtAndCapitalLeaseObligation,"18,590,000,000","21,071,000,000","22,190,000,000","16,682,000,000","14,260,000,000","6,648,000,000","4,695,000,000","4,651,000,000","1,216,000,000","874,000,000","666,000,000","535,481,000","348,344,000","327,824,000","307,085,000","264,637,000","206,406,000","174,646,000","92,448,000","46,973,000","7,616,000",,,"4,000,000","4,000,000","4,000,000"
			LongTermDebt,"17,710,000,000","17,938,000,000","18,571,000,000","16,682,000,000","13,638,000,000","6,648,000,000","4,695,000,000","4,651,000,000","1,216,000,000","874,000,000","666,000,000","535,481,000","348,344,000","327,824,000","307,085,000","264,637,000","206,406,000","174,646,000","92,448,000","46,973,000","7,616,000",,,"4,000,000","4,000,000","4,000,000"
			LongTermCapitalLeaseObligation,"880,000,000","3,133,000,000","3,619,000,000","1,334,000,000","622,000,000",,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"641,000,000","615,000,000","1,407,000,000","1,534,000,000","189,000,000",,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesLiabilities,"641,000,000","615,000,000","1,407,000,000","1,534,000,000","189,000,000",,,,,,,,,,,,,,,,,,,,,
		PreferredSecuritiesOutsideStockEquity,,,"82,000,000","77,000,000","33,000,000","10,000,000","12,000,000","145,000,000","156,000,000","148,000,000","0",,,,,,,,,,,,"0","18,878,000",,"17,700,000"
		LiabilitiesHeldforSaleNonCurrent,,,,,,,,,,"1,000,000","1,000,000","357,000",,"379,000","383,000",,,,,,,,,,,
		OtherNonCurrentLiabilities,"2,738,000,000","2,483,000,000","1,991,000,000","2,956,000,000","921,000,000","1,259,000,000","952,000,000","869,000,000","170,000,000","159,000,000","60,000,000","54,987,000","67,960,000","53,757,000","59,561,000","44,265,000","13,571,000","5,960,000","8,883,000","7,490,000","6,175,000","5,334,000","1,000,000",,,
TotalEquityGrossMinorityInterest,"25,956,000,000","24,237,000,000","27,022,000,000","25,962,000,000","12,692,000,000","11,023,000,000","6,876,000,000","6,054,000,000","2,324,000,000","1,891,000,000","1,243,000,000","953,767,000","936,419,000","797,055,000","619,427,000","501,272,000","415,047,000","326,423,000","352,048,000","271,312,000","220,115,000","102,183,000","64,089,000","-8,834,000","-16,367,000","-6,196,000"
	StockholdersEquity,"25,840,000,000","24,057,000,000","26,795,000,000","25,773,000,000","12,551,000,000","10,917,000,000","6,850,000,000","5,895,000,000","2,157,000,000","1,744,000,000","1,234,000,000","953,056,000","935,634,000","793,939,000","600,845,000","501,272,000","415,047,000","326,423,000","352,048,000","271,312,000","220,115,000","102,183,000","64,089,000","-8,834,000","-16,367,000","-6,196,000"
		CapitalStock,"1,000,000","1,000,000","1,000,000","1,000,000","0","0","0","0","0","0","0","55,000","54,000","52,000","46,000","45,000","44,000","44,000","43,000","41,000","40,000","11,000","10,000","0",,
			PreferredStock,"0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,"0","0",,
			CommonStock,"1,000,000","1,000,000","1,000,000","1,000,000","0","0","0","0","0","0","0","55,000","54,000","52,000","46,000","45,000","44,000","44,000","43,000","41,000","40,000","11,000","10,000","0",,
		AdditionalPaidInCapital,"20,304,000,000","20,060,000,000","19,672,000,000","19,459,000,000","7,647,000,000","7,449,000,000","4,349,000,000","4,190,000,000","956,000,000","840,000,000","594,000,000","450,856,000","421,981,000","384,206,000","281,806,000","263,835,000","221,693,000","209,340,000","191,840,000","165,391,000","157,360,000","72,377,000","60,857,000","7,000",,
		RetainedEarnings,"12,043,000,000","9,341,000,000","8,139,000,000","6,792,000,000","4,984,000,000","3,663,000,000","2,748,000,000","1,920,000,000","1,358,000,000","1,003,000,000","732,000,000","566,820,000","564,961,000","453,743,000","358,907,000","275,236,000","191,739,000","118,290,000","161,919,000","106,287,000","61,975,000","28,708,000","3,087,000","-9,285,000",,
		TreasuryStock,"5,856,000,000","4,213,000,000","1,094,000,000","816,000,000","214,000,000","139,000,000","244,000,000","179,000,000","147,000,000","98,000,000","89,000,000","69,864,000","57,123,000","50,486,000","47,262,000","40,996,000",,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-652,000,000","-1,132,000,000","77,000,000","337,000,000","134,000,000","-56,000,000","-3,000,000","-36,000,000","-10,000,000","-1,000,000","-3,000,000","5,189,000","5,761,000","6,424,000","7,348,000","3,152,000","1,571,000","-1,251,000","-1,754,000",,"740,000","1,087,000","135,000","81,000",,
			UnrealizedGainLoss,,,,,,,,,,,,,,,"7,348,000","3,152,000","1,571,000","-1,251,000","-1,754,000",,,,,,,
			OtherEquityAdjustments,"-652,000,000","-1,132,000,000",,,,,,,,,,,,,,,,,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,"1,571,000",,,"-407,000","740,000",,,"363,000",,
	MinorityInterest,"116,000,000","180,000,000","227,000,000","189,000,000","141,000,000","106,000,000","26,000,000","159,000,000","167,000,000","147,000,000","9,000,000","711,000","785,000","3,116,000","18,582,000","0",,,,,"0","881,000","0",,,
TotalCapitalization,"43,550,000,000","41,995,000,000","45,366,000,000","42,455,000,000","26,189,000,000","17,565,000,000","11,545,000,000","10,546,000,000","3,373,000,000","2,618,000,000","1,900,000,000","1,488,537,000","1,283,978,000","1,121,763,000","907,930,000","765,909,000","621,453,000","501,069,000","444,496,000","318,285,000","227,731,000","102,183,000","64,089,000","-4,834,000","-12,367,000","-2,196,000"
CommonStockEquity,"25,840,000,000","24,057,000,000","26,795,000,000","25,773,000,000","12,551,000,000","10,917,000,000","6,850,000,000","5,895,000,000","2,157,000,000","1,744,000,000","1,234,000,000","953,056,000","935,634,000","793,939,000","600,845,000","501,272,000","415,047,000","326,423,000","352,048,000","271,312,000","220,115,000","102,183,000","64,089,000","-8,834,000","-16,367,000","-6,196,000"
CapitalLeaseObligations,"1,048,000,000","3,313,000,000","3,823,000,000","1,538,000,000","783,000,000",,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"2,181,000,000","-1,666,000,000","-800,000,000","-1,267,000,000","3,625,000,000","1,663,000,000","703,000,000","-362,000,000","1,160,000,000","870,000,000","837,000,000","676,500,000","626,223,000","486,779,000","353,779,000","320,317,000","264,848,000","174,344,000","177,402,000","155,242,000","200,755,000","102,183,000","61,693,000","-9,181,000","-16,367,000","-6,196,000"
WorkingCapital,"4,040,000,000","1,664,000,000","2,732,000,000","1,808,000,000","7,391,000,000","27,000,000","-629,000,000","-258,000,000","-24,000,000","51,000,000","241,000,000","176,512,000","102,397,000","-108,425,000","-99,774,000","25,365,000","-40,461,000","63,870,000","57,954,000","22,133,000","-18,485,000","-8,840,000","35,770,000","-5,257,000",,
InvestedCapital,"43,669,000,000","42,077,000,000","45,633,000,000","42,552,000,000","26,277,000,000","17,603,000,000","11,549,000,000","10,550,000,000","3,378,000,000","2,623,000,000","1,903,000,000","1,491,910,000","1,287,212,000","1,124,580,000","908,576,000","766,164,000","622,424,000","502,040,000","444,496,000","318,771,000","228,310,000","102,183,000","64,089,000","-4,834,000","-12,367,000","-2,196,000"
TangibleBookValue,"2,181,000,000","-1,666,000,000","-800,000,000","-1,267,000,000","3,625,000,000","1,663,000,000","703,000,000","-362,000,000","1,160,000,000","870,000,000","837,000,000","676,500,000","626,223,000","486,779,000","353,779,000","320,317,000","264,848,000","174,344,000","177,402,000","155,242,000","200,755,000","102,183,000","61,693,000","-9,181,000","-16,367,000","-6,196,000"
TotalDebt,"18,877,000,000","21,333,000,000","22,661,000,000","16,779,000,000","14,509,000,000","6,686,000,000","4,699,000,000","4,655,000,000","1,221,000,000","879,000,000","669,000,000","538,854,000","351,578,000","330,641,000","307,731,000","264,892,000","207,377,000","175,617,000","92,448,000","47,459,000","8,195,000",,,"4,000,000","4,000,000","4,000,000"
NetDebt,"636,000,000","5,946,000,000","5,720,000,000","5,979,000,000","1,603,000,000","1,344,000,000","627,000,000","725,000,000",,,,,,,,,,,,,,,,,"4,000,000","4,000,000"
ShareIssued,"615,291,000","607,847,000","602,704,000","598,249,000","421,508,000","417,696,000","360,758,000","356,268,612","253,710,954","248,549,728","234,692,860","221,356,640","214,346,904","208,688,148","192,029,572","181,378,868","174,652,992","173,479,672","171,952,920","165,264,488","161,055,392","130,014,168","121,021,344","121,021,344","121,021,344","121,021,344"
OrdinarySharesNumber,"534,484,000","550,754,000","582,479,000","581,479,000","415,048,000","412,478,000","346,874,000","343,838,142","240,685,962","236,866,832","221,276,956","209,316,992","203,458,472","198,467,296","182,373,532","181,378,868","174,652,992","173,479,672","171,952,920","165,264,488","161,055,392","130,014,168","121,021,344","121,021,344","121,021,344","121,021,344"
TreasurySharesNumber,"80,807,000","57,093,000","20,225,000","16,770,000","6,460,000","5,218,000","13,884,000","12,430,470","13,024,992","11,682,896","13,415,904","12,039,648","10,888,432","10,220,852","9,656,040",,,,,,,,,,,
