name,01/31/2024,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014,01/31/2013,01/31/2012,01/31/2011,01/31/2010,01/31/2009
		NetPPE,"120,744,000","136,628,000","139,814,000","152,682,000","187,817,000","77,951,000","86,463,000","101,577,000","113,711,000","109,003,000","84,940,000","77,211,000","52,312,000","42,984,000","40,123,000","46,272,000"
			GrossPPE,"234,051,000","245,408,000","248,810,000","252,948,000","310,449,000","187,231,000","181,732,000","208,219,000","208,004,000","188,281,000","151,377,000","128,948,000","94,184,000","75,792,000","64,572,000","60,702,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				LandAndImprovements,"5,981,000","5,981,000","5,981,000","5,981,000","5,981,000","5,981,000","5,981,000","5,981,000","5,981,000","5,867,000","3,677,000","3,261,000","2,145,000","2,145,000","2,145,000","2,145,000"
				BuildingsAndImprovements,"46,203,000","46,276,000","46,233,000","46,233,000","46,233,000","46,233,000","46,233,000","46,233,000","46,145,000","45,423,000","31,108,000","29,163,000","16,182,000","16,182,000","16,345,000","16,340,000"
				MachineryFurnitureEquipment,"115,077,000","114,708,000","115,990,000","111,550,000","137,443,000","133,318,000","128,615,000","148,120,000","147,844,000","129,937,000","109,280,000","94,326,000","69,195,000","55,852,000","45,523,000","39,033,000"
				OtherProperties,"66,488,000","77,954,000","79,873,000","88,730,000","114,790,000","21,002,000","20,264,000","20,329,000","19,931,000","20,850,000","20,421,000","19,947,000","12,685,000",,,
				ConstructionInProgress,"302,000","489,000","733,000","454,000","6,002,000","1,699,000","903,000","7,885,000","8,034,000","7,054,000","7,312,000","2,198,000","6,662,000","1,613,000","559,000","3,184,000"
			AccumulatedDepreciation,"-113,307,000","-108,780,000","-108,996,000","-100,266,000","-122,632,000","-109,280,000","-95,269,000","-106,642,000","-94,293,000","-79,278,000","-66,437,000","-51,737,000","-41,872,000","-32,808,000","-24,449,000","-14,430,000"
		GoodwillAndOtherIntangibleAssets,"7,573,000","15,918,000","88,477,000","91,550,000","100,559,000","0",,,,,,,,,,
			Goodwill,,"0","44,254,000","44,254,000","44,254,000","0",,,,,,,,,,
			OtherIntangibleAssets,"7,573,000","15,918,000","44,223,000","47,296,000","56,305,000",,,,,,,,,,,
		InvestmentsAndAdvances,,,,,"14,912,000","23,735,000","15,515,000","0",,,,,,,,
			LongTermEquityInvestment,,,,,"14,912,000","23,735,000","15,515,000","0",,,,,,,,
			InvestmentinFinancialAssets,,,,,"14,912,000","23,735,000","15,515,000","0",,,,,,,,
				AvailableForSaleSecurities,,,,,"14,912,000","23,735,000","15,515,000",,,,,,,,,
				HeldToMaturitySecurities,,,,,"14,912,000","23,735,000","15,515,000","0",,,,,,,,
		NonCurrentDeferredAssets,"20,355,000","21,542,000","3,857,000","3,530,000","7,656,000","6,724,000","5,385,000","13,539,000","11,363,000",,,,,,,
			NonCurrentDeferredTaxesAssets,"20,355,000","21,542,000","3,857,000","3,530,000","7,656,000","6,724,000","5,385,000","13,539,000","11,363,000",,,,,,,
		OtherNonCurrentAssets,"6,157,000","3,851,000","6,081,000","6,342,000","5,328,000","1,270,000","1,283,000","2,816,000","1,963,000","584,000","1,085,000","1,768,000","862,000","2,588,000","3,104,000","3,299,000"
TotalLiabilitiesNetMinorityInterest,"120,857,000","142,411,000","159,132,000","169,071,000","201,242,000","67,445,000","65,386,000","89,723,000","95,424,000","92,813,000","79,236,000","83,064,000","95,506,000","141,717,000","75,859,000","91,984,000"
	CurrentLiabilities,"58,261,000","67,657,000","78,076,000","77,426,000","87,405,000","43,556,000","40,274,000","62,507,000","66,552,000","63,049,000","54,847,000","52,699,000","60,105,000","68,548,000","49,287,000","37,862,000"
		PayablesAndAccruedExpenses,"26,865,000","33,631,000","46,914,000","41,457,000","36,198,000","30,240,000","26,658,000","50,033,000","51,615,000","48,454,000","44,261,000","38,479,000","44,278,000","68,465,000","44,265,000","31,901,000"
			Payables,"14,795,000","20,908,000","30,492,000","27,414,000","22,348,000","16,758,000","14,315,000","33,127,000","34,691,000","32,906,000","29,370,000","21,947,000","28,981,000","40,022,000","20,312,000","19,492,000"
				AccountsPayable,"14,155,000","20,350,000","30,492,000","27,093,000","20,235,000","14,595,000","13,503,000","32,619,000","24,606,000","32,906,000","27,745,000","14,853,000","27,276,000","30,012,000","19,221,000","16,071,000"
				TotalTaxPayable,"640,000","558,000","0","321,000","2,113,000","2,163,000","812,000","508,000","10,085,000","0","1,625,000","7,094,000","1,705,000","10,010,000","0",
					IncomeTaxPayable,"640,000","558,000","0","321,000","2,113,000","2,163,000","812,000","508,000","10,085,000","0","1,625,000","7,094,000","1,705,000","10,010,000","0",
				OtherPayable,,,,,,,,,,,,,,,"1,091,000","3,421,000"
			CurrentAccruedExpenses,"12,070,000","12,723,000","16,422,000","14,043,000","13,850,000","13,482,000","12,343,000","16,906,000","16,924,000","15,548,000","14,891,000","16,532,000","15,297,000","28,443,000","23,953,000","12,409,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"12,944,000","14,312,000","12,463,000","13,648,000","11,412,000","13,316,000","13,616,000","12,474,000","14,937,000","14,595,000","10,586,000","14,162,000","15,738,000",,,
		CurrentDebtAndCapitalLeaseObligation,"18,452,000","19,714,000","18,699,000","22,321,000","21,347,000",,,,,,,"58,000","89,000","83,000","5,022,000","5,961,000"
			CurrentDebt,,,,,,,,,,,,"58,000","89,000","83,000","5,022,000","5,961,000"
			CurrentCapitalLeaseObligation,"18,452,000","19,714,000","18,699,000","22,321,000","21,347,000","0",,,,,,,,,,
		OtherCurrentLiabilities,,,,,"18,448,000",,,,,,,,,,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"62,596,000","74,754,000","81,056,000","91,645,000","113,837,000","23,889,000","25,112,000","27,216,000","28,872,000","29,764,000","24,389,000","30,365,000","35,401,000","73,169,000","26,572,000","54,122,000"
		LongTermDebtAndCapitalLeaseObligation,"62,552,000","74,664,000","80,861,000","91,536,000","113,775,000","0",,,,,,"15,037,000","25,095,000","66,934,000","25,114,000","52,864,000"
			LongTermDebt,,,,,,,,,,,,"15,037,000","25,095,000","66,934,000","25,114,000","52,864,000"
			LongTermCapitalLeaseObligation,"62,552,000","74,664,000","80,861,000","91,536,000","113,775,000","0",,,,,,,,,,
		NonCurrentDeferredLiabilities,,,,,,,,,,"5,297,000","4,643,000","6,078,000","4,205,000","3,300,000","0",
			NonCurrentDeferredTaxesLiabilities,,,,,,,,,,"5,297,000","4,643,000","6,078,000","4,205,000","3,300,000","0",
		PreferredSecuritiesOutsideStockEquity,,,,"29,809,000","30,049,000","0",,,,,,,,,,
		OtherNonCurrentLiabilities,"44,000","90,000","195,000","109,000","62,000","23,889,000","25,112,000","27,216,000","28,872,000","24,467,000","19,746,000","9,250,000","6,101,000","2,935,000","1,458,000","1,258,000"
TotalEquityGrossMinorityInterest,"259,929,000","262,090,000","358,414,000","344,716,000","333,819,000","294,703,000","285,283,000","283,786,000","285,255,000","284,471,000","255,147,000","194,255,000","124,007,000","64,322,000","77,893,000","57,947,000"
	StockholdersEquity,"259,929,000","251,378,000","327,440,000","314,907,000","303,770,000","294,703,000","285,283,000","283,786,000","285,255,000","284,471,000","255,147,000","194,255,000","124,007,000","64,322,000","77,893,000","57,947,000"
		CapitalStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
			CommonStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
		AdditionalPaidInCapital,"112,590,000","109,718,000","107,907,000","105,433,000","100,357,000","95,572,000","91,192,000","88,739,000","85,436,000","80,992,000","78,153,000","75,675,000","73,590,000","71,923,000","1,000","1,000"
		RetainedEarnings,"282,467,000","274,629,000","334,364,000","316,526,000","307,414,000","291,994,000","270,783,000","263,767,000","244,009,000","216,451,000","178,002,000","119,190,000","50,320,000","-7,601,000","77,892,000","57,946,000"
		TreasuryStock,"135,056,000","132,864,000","114,802,000","107,060,000","104,159,000","92,839,000","76,578,000","68,670,000","44,147,000","12,957,000","0",,,,,
		GainsLossesNotAffectingRetainedEarnings,"-72,000","-105,000","-29,000","8,000","158,000","-24,000","-114,000","-50,000","-43,000","-15,000","-1,008,000","-610,000","97,000",,,
			OtherEquityAdjustments,"-72,000","-105,000","-29,000","8,000","158,000","-24,000","-114,000","-50,000","-43,000","-15,000","-1,008,000","-610,000","97,000",,,
	MinorityInterest,"0","10,712,000","30,974,000","29,809,000","30,049,000","0",,,,,,,,,,
TotalCapitalization,"259,929,000","251,378,000","327,440,000","314,907,000","303,770,000","294,703,000","285,283,000","283,786,000","285,255,000","284,471,000","255,147,000","209,292,000","149,102,000","131,256,000","103,007,000","110,811,000"
CommonStockEquity,"259,929,000","251,378,000","327,440,000","314,907,000","303,770,000","294,703,000","285,283,000","283,786,000","285,255,000","284,471,000","255,147,000","194,255,000","124,007,000","64,322,000","77,893,000","57,947,000"
CapitalLeaseObligations,"81,004,000","94,378,000","99,560,000","113,857,000","135,122,000","0",,,,,,,,,,
NetTangibleAssets,"252,356,000","235,460,000","238,963,000","223,357,000","203,211,000","294,703,000","285,283,000","283,786,000","285,255,000","284,471,000","255,147,000","194,255,000","124,007,000","64,322,000","77,893,000","57,947,000"
WorkingCapital,"167,696,000","158,905,000","201,241,000","182,257,000","131,384,000","208,912,000","201,749,000","193,070,000","187,090,000","204,648,000","193,511,000","145,641,000","106,234,000","91,919,000","61,238,000","62,498,000"
InvestedCapital,"259,929,000","251,378,000","327,440,000","314,907,000","303,770,000","294,703,000","285,283,000","283,786,000","285,255,000","284,471,000","255,147,000","209,350,000","149,191,000","131,339,000","108,029,000","116,772,000"
TangibleBookValue,"252,356,000","235,460,000","238,963,000","223,357,000","203,211,000","294,703,000","285,283,000","283,786,000","285,255,000","284,471,000","255,147,000","194,255,000","124,007,000","64,322,000","77,893,000","57,947,000"
TotalDebt,"81,004,000","94,378,000","99,560,000","113,857,000","135,122,000","0",,,,,,"15,095,000","25,184,000","67,017,000","30,136,000","58,825,000"
NetDebt,,,,,,,,,,,,"5,492,000","20,262,000","53,064,000","23,627,000","58,049,000"
ShareIssued,"43,252,860","42,846,000","42,429,000","41,808,000","41,515,000","41,283,000","41,102,000","40,927,000","40,804,000","40,695,000","40,607,000","40,563,000","40,506,720","40,506,670","40,506,670","40,506,670"
OrdinarySharesNumber,"30,813,616","30,766,000","33,170,000","33,414,000","33,503,000","34,347,000","35,459,000","36,218,000","37,701,000","40,074,000","40,607,000","40,563,000","40,506,720","40,506,670","40,506,670","40,506,670"
TreasurySharesNumber,"12,439,244","12,080,000","9,259,000","8,394,000","8,012,000","6,936,000","5,643,000","4,709,000","3,103,000","621,000",,,,,,
