name,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
			GrossPPE,"18,802,000,000","17,591,000,000","17,265,000,000","16,240,000,000","3,469,000,000","3,473,857,000","1,986,896,000","999,421,000","967,183,000","757,350,000","443,392,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0"
				LandAndImprovements,"2,088,000,000","2,092,000,000","2,125,000,000","2,187,000,000","652,000,000","693,606,000","284,374,000","54,604,000","55,539,000","41,076,000","30,566,000"
				BuildingsAndImprovements,"13,543,000,000","13,094,000,000","12,433,000,000","12,059,000,000","1,973,000,000","2,050,766,000","1,187,642,000","628,390,000","619,614,000","460,662,000","250,429,000"
				MachineryFurnitureEquipment,"2,409,000,000","2,054,000,000","1,650,000,000","1,419,000,000","625,000,000","670,259,000","482,360,000","295,223,000","273,024,000","236,063,000","161,901,000"
				OtherProperties,,"639,000,000","662,000,000","457,000,000","188,000,000","17,880,000","18,069,000","14,219,000","16,314,000","16,419,000","3,592,000"
				ConstructionInProgress,"762,000,000","351,000,000","395,000,000","118,000,000","31,000,000","41,346,000","14,451,000","6,985,000","2,692,000","3,130,000","496,000"
				Leases,,,,,,"193,000","870,000","3,571,000","4,199,000","3,592,000","3,592,000"
			AccumulatedDepreciation,"-4,046,000,000","-2,993,000,000","-2,002,000,000","-1,048,000,000","-666,000,000","-573,371,000","-466,010,000","-372,860,000","-324,547,000","-283,886,000","-262,144,000"
		GoodwillAndOtherIntangibleAssets,"15,513,000,000","15,718,000,000","15,996,000,000","14,147,000,000","2,021,000,000","2,370,322,000","1,743,922,000","554,324,000","558,859,000","558,739,000","20,574,000"
			Goodwill,"10,990,000,000","11,004,000,000","11,076,000,000","9,864,000,000","910,000,000","1,008,316,000","747,106,000","66,826,000","66,826,000","66,826,000","0"
			OtherIntangibleAssets,"4,523,000,000","4,714,000,000","4,920,000,000","4,283,000,000","1,111,000,000","1,362,006,000","996,816,000","487,498,000","492,033,000","491,913,000","20,574,000"
		InvestmentsAndAdvances,"157,000,000","94,000,000","158,000,000","173,000,000","136,000,000","8,586,000","0","1,286,000","1,286,000","14,009,000","18,349,000"
			LongTermEquityInvestment,"157,000,000","94,000,000","158,000,000","173,000,000","136,000,000","1,892,000",,"1,286,000","1,286,000","14,009,000","18,349,000"
				InvestmentsinAssociatesatCost,,,"158,000,000","173,000,000","136,000,000","1,892,000",,"1,286,000","1,286,000","14,009,000","18,349,000"
			InvestmentinFinancialAssets,,,,,"4,946,000","6,694,000","0",,,,
				HeldToMaturitySecurities,,,,,"4,946,000","6,694,000","0",,,,
		NonCurrentAccountsReceivable,,,,,"14,258,000","2,022,000",,,,,
		NonCurrentDeferredAssets,"47,000,000","0",,,"7,352,000","9,533,000","8,616,000","0",,"6,851,000","6,851,000"
			NonCurrentDeferredTaxesAssets,"47,000,000","0",,,,,,,,,
		NonCurrentPrepaidAssets,,,,,"0","20,198,000","0",,,,
		OtherNonCurrentAssets,"848,000,000","1,015,000,000","650,000,000","810,000,000","76,000,000","27,119,000","22,016,000","11,406,000","6,048,000","7,854,000","3,731,000"
TotalLiabilitiesNetMinorityInterest,"28,646,000,000","29,776,000,000","33,490,000,000","31,351,000,000","4,524,000,000","4,882,309,000","2,604,875,000","995,593,000","1,054,341,000","1,019,937,000","194,607,000"
	CurrentLiabilities,"2,690,000,000","2,668,000,000","5,297,000,000","2,513,000,000","688,000,000","402,177,000","223,751,000","102,040,000","105,710,000","91,844,000","25,147,000"
		PayablesAndAccruedExpenses,"1,653,000,000","1,560,000,000","1,663,000,000","1,132,000,000","318,000,000","373,385,000","211,383,000","97,495,000","101,186,000","86,871,000","22,422,000"
			Payables,"610,000,000","509,000,000","437,000,000","339,000,000","129,000,000","157,930,000","78,161,000","44,630,000","38,469,000","28,127,000","9,457,000"
				AccountsPayable,"408,000,000","314,000,000","254,000,000","167,000,000","62,000,000","58,524,000","34,778,000","21,576,000","17,005,000","12,021,000","6,762,000"
				TotalTaxPayable,"202,000,000","195,000,000","183,000,000","172,000,000","67,000,000","99,406,000","43,383,000","18,790,000","19,424,000","15,919,000","2,447,000"
					IncomeTaxPayable,,,,,"23,898,000","47,475,000","171,000",,,"137,000","0"
				DuetoRelatedPartiesCurrent,,,,,,,,"259,000","129,000","187,000","248,000"
				OtherPayable,,,,,,,"5,276,000","4,005,000","1,911,000","2,333,000","0"
			CurrentAccruedExpenses,"1,043,000,000","1,051,000,000","1,226,000,000","793,000,000","189,000,000","215,455,000","133,222,000","52,865,000","62,717,000","58,744,000","12,965,000"
				InterestPayable,"369,000,000","318,000,000","320,000,000","229,000,000","36,000,000","42,780,000","25,607,000","14,634,000","14,978,000","27,469,000","633,000"
		CurrentProvisions,"200,000,000","203,000,000","221,000,000","223,000,000","35,000,000",,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,"14,588,000",,"9,441,000","4,568,000"
		CurrentDebtAndCapitalLeaseObligation,"88,000,000","158,000,000","119,000,000","120,000,000","266,000,000","462,000","615,000","4,545,000","4,524,000","32,000","2,725,000"
			CurrentDebt,"65,000,000","108,000,000","70,000,000","67,000,000","246,000,000","462,000","615,000","4,545,000","4,524,000","32,000","2,500,000"
				OtherCurrentBorrowings,"65,000,000","108,000,000","70,000,000","67,000,000","246,000,000","462,000",,,,,"2,500,000"
			CurrentCapitalLeaseObligation,"23,000,000","50,000,000","49,000,000","53,000,000","20,000,000","0",,,,"32,000","225,000"
		CurrentDeferredLiabilities,"749,000,000","747,000,000","614,000,000","251,000,000","32,000,000","17,639,000","11,753,000",,,"2,608,000","0"
			CurrentDeferredTaxesLiabilities,,,,,,,,,,"2,608,000","0"
			CurrentDeferredRevenue,"749,000,000","747,000,000","614,000,000","251,000,000","32,000,000","17,639,000","11,753,000",,,,
		OtherCurrentLiabilities,,,"2,680,000,000","787,000,000","37,000,000","10,691,000","11,753,000","0","1,911,000","2,333,000","0"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"25,956,000,000","27,108,000,000","28,193,000,000","28,838,000,000","3,836,000,000","4,480,132,000","2,381,124,000","893,553,000","948,631,000","928,093,000","169,460,000"
		LongTermDebtAndCapitalLeaseObligation,"24,983,000,000","25,269,000,000","26,146,000,000","26,368,000,000","3,473,000,000","4,221,108,000","2,189,578,000","795,881,000","861,713,000","775,059,000","168,035,000"
			LongTermDebt,"12,224,000,000","12,659,000,000","13,722,000,000","14,073,000,000","2,325,000,000","3,261,273,000","2,189,578,000","795,881,000","861,713,000","775,059,000","168,000,000"
			LongTermCapitalLeaseObligation,"12,759,000,000","12,610,000,000","12,424,000,000","12,295,000,000","1,148,000,000","959,835,000","0",,,"3,000","35,000"
		NonCurrentDeferredLiabilities,"102,000,000","987,000,000","1,111,000,000","1,166,000,000","197,000,000","200,010,000","162,967,000","90,385,000","78,797,000","144,439,000","0"
			NonCurrentDeferredTaxesLiabilities,"102,000,000","987,000,000","1,111,000,000","1,166,000,000","197,000,000","200,010,000","162,967,000","90,385,000","78,797,000","144,439,000","0"
		TradeandOtherPayablesNonCurrent,,,,,"0","0","0",,,,
		DuetoRelatedPartiesNonCurrent,,,,,"970,519,000","959,835,000","0",,,,
		OtherNonCurrentLiabilities,"871,000,000","852,000,000","936,000,000","1,304,000,000","166,000,000","59,014,000","28,579,000","7,287,000","8,121,000","8,595,000","1,425,000"
TotalEquityGrossMinorityInterest,"4,720,000,000","3,751,000,000","4,541,000,000","5,034,000,000","1,117,000,000","1,029,153,000","941,597,000","298,451,000","270,667,000","151,622,000","75,575,000"
	StockholdersEquity,"4,552,000,000","3,713,000,000","4,480,000,000","5,016,000,000","1,117,000,000","1,029,153,000","941,597,000","298,451,000","270,667,000","151,519,000","75,575,000"
		CapitalStock,"0","0","0","0","0","1,000","0","0","0","0","0"
			PreferredStock,"0","0","0",,,,,,,,
			CommonStock,"0","0","0","0","0","1,000","0","0","0","0","0"
		AdditionalPaidInCapital,"7,001,000,000","6,953,000,000","6,877,000,000","6,382,000,000","760,000,000","748,076,000","746,547,000","173,879,000","170,897,000","165,857,000","73,803,000"
		RetainedEarnings,"-2,523,000,000","-3,309,000,000","-2,410,000,000","-1,391,000,000","366,000,000","290,206,000","194,971,000","124,560,000","99,758,000","-14,425,000","0"
		TreasuryStock,"23,000,000","23,000,000","23,000,000","9,000,000","9,000,000","9,131,000","0",,,,
		GainsLossesNotAffectingRetainedEarnings,"97,000,000","92,000,000","36,000,000","34,000,000","0","1,000","79,000","12,000","12,000","87,000","1,772,000"
			OtherEquityAdjustments,"97,000,000","92,000,000","36,000,000","34,000,000","377,000","1,000","79,000","12,000","12,000","87,000","1,772,000"
	MinorityInterest,"168,000,000","38,000,000","61,000,000","18,000,000","0",,,,,"103,000","0"
TotalCapitalization,"16,776,000,000","16,372,000,000","18,202,000,000","19,089,000,000","3,442,000,000","4,290,426,000","3,131,175,000","1,094,332,000","1,132,380,000","926,578,000","243,575,000"
CommonStockEquity,"4,552,000,000","3,713,000,000","4,480,000,000","5,016,000,000","1,117,000,000","1,029,153,000","941,597,000","298,451,000","270,667,000","151,519,000","75,575,000"
CapitalLeaseObligations,"12,782,000,000","12,660,000,000","12,473,000,000","12,348,000,000","1,168,000,000","959,835,000","0",,,"35,000","260,000"
NetTangibleAssets,"-10,961,000,000","-12,005,000,000","-11,516,000,000","-9,131,000,000","-904,000,000","-1,341,169,000","-802,325,000","-255,873,000","-288,192,000","-407,220,000","55,001,000"
WorkingCapital,"-645,000,000","-566,000,000","667,000,000","3,550,000,000","-83,000,000","171,019,000","27,281,000","-287,000","10,469,000","25,649,000","14,282,000"
InvestedCapital,"16,841,000,000","16,480,000,000","18,272,000,000","19,156,000,000","3,688,000,000","4,290,888,000","3,131,790,000","1,098,877,000","1,136,904,000","926,610,000","246,075,000"
TangibleBookValue,"-10,961,000,000","-12,005,000,000","-11,516,000,000","-9,131,000,000","-904,000,000","-1,341,169,000","-802,325,000","-255,873,000","-288,192,000","-407,220,000","55,001,000"
TotalDebt,"25,071,000,000","25,427,000,000","26,265,000,000","26,488,000,000","3,739,000,000","4,221,570,000","2,190,193,000","800,426,000","866,237,000","775,091,000","170,760,000"
NetDebt,"11,284,000,000","11,729,000,000","12,722,000,000","12,364,000,000","2,365,000,000","3,030,983,000","2,055,597,000","739,397,000","787,959,000","687,487,000","140,687,000"
ShareIssued,"216,163,666","215,034,770","213,779,848","208,273,240","77,792,940","77,662,712","76,825,966","47,105,744","46,817,829","46,426,714","46,447,432"
OrdinarySharesNumber,"215,800,650","214,671,754","213,779,848","208,049,417","77,569,117","77,438,889","76,825,966","47,105,744","46,817,829","46,426,714","46,447,432"
TreasurySharesNumber,"363,016","363,016",,"223,823","223,823","223,823",,,,,
